@relation aux
@attribute time numeric
@attribute Diam {'<=2cm','>2cm'}
@attribute N {'>=4','1-3'}
@attribute ER {'Negative','Positive'}
@attribute Grade {'Poorly diff','Intermediate','Well diff'}
@attribute Age numeric
@attribute TSPYL5 numeric
@attribute Contig63649_RC numeric
@attribute DIAPH3 numeric
@attribute NUSAP1 numeric
@attribute AA555029_RC numeric
@attribute ALDH4A1 numeric
@attribute QSCN6L1 numeric
@attribute FGF18 numeric
@attribute DIAPH3.1 numeric
@attribute Contig32125_RC numeric
@attribute BBC3 numeric
@attribute DIAPH3.2 numeric
@attribute RP5.860F19.3 numeric
@attribute C16orf61 numeric
@attribute SCUBE2 numeric
@attribute EXT1 numeric
@attribute FLT1 numeric
@attribute GNAZ numeric
@attribute OXCT1 numeric
@attribute MMP9 numeric
@attribute RUNDC1 numeric
@attribute Contig35251_RC numeric
@attribute ECT2 numeric
@attribute GMPS numeric
@attribute KNTC2 numeric
@attribute WISP1 numeric
@attribute CDC42BPA numeric
@attribute SERF1A numeric
@attribute AYTL2 numeric
@attribute GSTM3 numeric
@attribute GPR180 numeric
@attribute RAB6B numeric
@attribute ZNF533 numeric
@attribute RTN4RL1 numeric
@attribute UCHL5 numeric
@attribute PECI numeric
@attribute MTDH numeric
@attribute Contig40831_RC numeric
@attribute TGFB3 numeric
@attribute MELK numeric
@attribute COL4A2 numeric
@attribute DTL numeric
@attribute STK32B numeric
@attribute DCK numeric
@attribute FBXO31 numeric
@attribute GPR126 numeric
@attribute SLC2A3 numeric
@attribute PECI.1 numeric
@attribute ORC6L numeric
@attribute RFC4 numeric
@attribute CDCA7 numeric
@attribute LOC643008 numeric
@attribute MS4A7 numeric
@attribute MCM6 numeric
@attribute AP2B1 numeric
@attribute C9orf30 numeric
@attribute IGFBP5 numeric
@attribute HRASLS numeric
@attribute PITRM1 numeric
@attribute IGFBP5.1 numeric
@attribute NMU numeric
@attribute PALM2.AKAP2 numeric
@attribute LGP2 numeric
@attribute PRC1 numeric
@attribute Contig20217_RC numeric
@attribute CENPA numeric
@attribute EGLN1 numeric
@attribute NM_004702 numeric
@attribute ESM1 numeric
@attribute C20orf46 numeric
@attribute class {'0','1'}
@data
5.637235,'<=2cm','1-3','Positive','Intermediate',50,-0.570684,-0.240565,0.171192,0.206494,-0.078061,-0.064161,-0.217911,-0.148053,0.16419,0.16575,0.150179,0.11417,-0.144068,-0.215451,0.381465,0.093688,0.16322,0.319328,0.032041,-0.028401,0.056817,-0.148553,0.229424,-0.101196,0.038438,-0.12627,-0.276036,-0.198518,-0.103646,-0.285564,-0.156372,-0.293473,0.709736,-0.111852,-0.044504,-0.010812,-0.042626,-0.154026,-0.057488,-0.167044,0.100459,0.112026,0.071448,-0.017791,-0.154665,-0.323064,-0.025132,-0.014354,-0.296505,-0.144855,-0.63419,-0.505596,0.641476,-0.06491,0.087373,-0.118914,-0.331281,-0.218678,-0.054656,-0.322397,0.005341,-0.084581,0.026956,0.092789,-0.34298,-0.101716,-0.036613,-0.109997,0.055949,-0.390339,'0'
5.316906,'<=2cm','1-3','Positive','Intermediate',44,-0.302715,-0.159708,0.202492,-0.011502,-0.284004,0.034939,0.120243,-0.041892,-0.129203,0.082371,-0.080605,0.014141,-0.0886,-0.071257,-0.167395,0.05764,-0.001583,-0.213833,0.014253,-0.20271,0.006447,-0.00028,-0.013471,-0.1279,0.09244,0.029758,0.069594,-0.066081,0.062422,0.018567,-0.029197,-0.08414,-0.477212,0.001836,-0.040164,0.030524,0.024003,-0.157692,0.266638,0.158624,0.051854,-0.041447,0.173638,0.001466,-0.094939,-0.164153,-0.130321,0.090041,-0.289814,-0.015748,-0.054377,0.077361,0.19319,-0.059022,0.141668,0.055055,-0.30626,-0.044866,0.217597,-0.193231,0.059192,0.046627,0.345236,0.145817,-0.161677,-0.094429,-0.110873,0.147958,-0.145318,-0.127544,'0'
8.988364,'>2cm','>=4','Positive','Well diff',49,-0.427869,-0.239693,-0.313263,-0.058732,0.027867,-0.277107,-0.080108,0.094924,0.007056,0.049292,-0.083522,-0.010626,0.050142,0.075994,-0.406951,-0.315069,0.066874,-0.113068,0.184612,-0.319046,0.069113,-0.159573,0.191106,-0.477486,0.03653,0.104997,-0.170071,-0.099573,-0.370609,-0.4752,0.121431,0.135765,-0.828524,-0.040875,-0.225428,-0.031991,-0.160985,-0.064012,0.015075,-0.209486,0.353077,-0.161162,0.056857,-0.075822,-0.002262,-0.228172,0.304889,-0.051937,0.229443,-0.393489,-0.541999,-0.313692,-0.057855,-0.284825,0.023541,-0.198848,-0.162569,-0.429329,-0.047314,-0.174893,0.020858,0.326346,0.213838,-0.028465,0.052836,-0.337071,-0.187895,-0.063998,-0.194904,0.233474,'1'
2.297057,'>2cm','>=4','Negative','Poorly diff',32,-0.330281,-0.236353,-0.210272,-0.047385,0.349742,0.367739,0.03391,0.248651,-0.172747,-0.072078,0.036171,-0.103795,-0.009995,-0.020106,-0.842255,-0.025282,0.05043,-0.308365,0.028949,-0.349759,0.063329,-0.01413,-0.326106,-0.051731,-0.264105,-0.024854,-0.180518,-0.182438,0.015002,0.014795,-0.065282,-0.159954,-0.657384,-0.163354,-0.238181,0.085221,0.04723,0.030538,0.254973,-0.165725,0.058341,-0.015013,-0.030151,-0.205546,0.065244,0.197745,-0.125365,0.070419,-0.112529,-0.211841,-0.162196,0.256578,-0.267796,-0.034648,-0.121057,0.015058,-0.297669,0.017982,0.184149,-0.191908,-0.015938,0.056944,-0.148888,-0.159279,-0.258761,-0.311223,-0.211121,-0.278565,0.112406,-0.218389,'1'
5.117043,'<=2cm','1-3','Positive','Intermediate',43,-0.034515,0.025877,-0.168355,-0.159453,-0.247498,0.06249,0.608978,0.146411,-0.160608,0.20161,0.06522,-0.062757,0.183058,-0.062837,-0.361223,0.113785,0.006616,-0.116539,-0.168217,-0.017161,-0.083059,0.208386,-0.078669,-0.219457,-0.097062,0.31411,-0.213052,-0.076337,0.005133,0.058239,-0.41803,0.055658,0.412039,0.297175,-0.178092,0.076954,-0.355705,-0.020164,0.044817,0.000527,0.236402,0.088597,0.082076,-0.315846,0.153183,-0.278509,0.144633,0.121295,-0.119589,-0.092967,0.23236,-0.234384,-0.552094,-0.029987,0.088734,0.047175,-0.068039,-0.073149,0.10448,-0.010692,-0.06698,-0.083077,0.175308,0.063638,0.045622,-0.017965,-0.243578,-0.333345,-0.195905,-0.086295,'1'
8.303901,'<=2cm','1-3','Positive','Intermediate',42,-0.165669,0.121007,-0.258985,-0.359039,-0.143963,0.202547,-0.093191,-0.071818,-0.312706,0.006491,-0.18596,-0.138623,0.121968,-0.178285,0.107326,0.218963,-0.029436,-0.082938,-0.122994,-0.541401,0.112025,0.103691,-0.208114,-0.087745,-0.319942,-0.24744,-0.324412,0.032423,0.062185,0.265138,-0.237719,0.442811,0.193272,0.018304,-0.16533,7.6e-05,0.165125,-0.028102,-0.054401,-0.100574,-0.04722,-0.277785,0.060954,-0.265944,0.060146,0.0314,-0.200983,-0.005782,-0.036813,-0.128676,-0.334373,0.160658,-0.189217,-0.165991,0.113861,-0.181202,0.243164,-0.01361,-0.072643,0.206139,-0.131057,-0.191556,0.102809,-0.270554,-0.025036,-0.253769,-0.281649,-0.327903,-0.318841,-0.325305,'1'
8.594114,'<=2cm','1-3','Positive','Well diff',50,-0.424351,-0.168263,-0.67892,-0.796784,-0.226796,-0.020539,-0.337537,-0.180786,-0.586304,0.108443,0.124386,-0.380931,0.301842,-0.423092,-0.130292,-0.295489,0.109305,-0.158924,-0.203347,-0.715708,0.280479,-0.129348,-0.250572,-0.226466,-0.407857,-0.369535,0.253082,-0.317451,-0.026823,-0.037349,-0.29826,-0.326029,0.236949,0.062416,-0.068631,0.032767,0.030071,-0.082379,0.087435,-0.446452,-0.222093,-0.378009,0.264882,-0.147071,-0.089314,-0.015785,-0.228244,-0.037426,-0.486124,-0.231323,-0.775261,0.096366,-0.252546,-0.374606,0.069051,-0.269642,-0.35189,-0.395928,0.065856,-0.237608,-0.3541,-0.066751,0.079325,-0.847705,-0.380741,-0.909167,-0.003916,-0.437438,-0.573886,-0.415568,'0'
2.223135,'>2cm','1-3','Positive','Poorly diff',39,0.118272,0.363432,0.125947,0.045141,0.177107,0.188773,-0.114032,0.015311,0.084565,0.094363,0.006409,0.109233,0.29988,-0.109357,0.13883,-0.006284,0.304986,-0.012606,0.088084,-0.022076,0.007845,0.019794,-0.305335,-0.102602,-0.023063,0.278351,0.071209,-0.213581,0.026346,-0.335325,-0.043158,-0.057231,-0.197081,-0.076505,-0.033444,-0.117754,0.059771,-0.055381,-0.077366,0.137564,0.305834,0.07036,-0.067506,-0.098155,0.005408,0.365547,0.320861,-0.08672,0.307623,0.044367,-0.155269,-0.162319,-0.13826,0.062129,0.11737,0.073933,-0.340496,0.244884,0.136986,-0.25828,-0.202544,0.062333,-0.074004,0.065458,-0.281841,-0.119771,0.121612,-0.077484,0.630524,-0.12917,'1'
7.252567,'>2cm','>=4','Positive','Intermediate',42,-0.234014,-0.243145,0.115495,-0.077409,-0.012366,-0.132809,-0.044172,0.141806,0.122372,-0.088078,0.007434,0.15029,0.214113,0.080166,0.149328,0.051811,-0.035645,-0.353581,-0.148508,-0.578399,0.059426,0.031993,0.077775,0.05128,0.098361,0.32342,-0.11215,0.039648,0.087261,0.367428,0.097469,-0.323483,-0.490652,0.019011,-0.078663,0.012517,0.016267,-0.012392,0.080929,0.172061,-0.190041,0.047009,0.178728,0.092001,0.009008,-0.398358,-0.123806,0.090497,-0.070403,0.031554,-0.323738,-0.309234,0.03882,0.123519,-0.051291,-0.009608,0.290166,0.008288,-0.242224,0.262498,0.103075,-0.128935,-0.238468,-0.011483,-0.176196,0.069587,0.030885,-0.119846,-0.061247,-0.26176,'0'
6.78987,'>2cm','>=4','Negative','Poorly diff',41,0.545616,-0.19272,0.059575,-0.098649,0.219267,-0.01043,0.480214,-0.160671,0.077815,-0.089601,0.007782,0.077974,-0.236694,0.018932,-1.170006,-0.086321,0.101767,-0.077793,0.133131,-0.026211,-0.313831,0.065242,-0.100939,0.165002,0.231598,0.12214,-0.24244,0.126815,0.078555,-0.396292,0.146481,0.508893,-0.448965,-0.266301,0.114267,-0.123791,0.149682,0.157329,-0.389968,0.454051,0.243986,0.123946,-0.074742,0.022057,0.174525,-0.018318,-0.002126,-0.010254,-0.047363,0.207062,0.559877,0.83656,0.034956,0.141006,0.006498,0.153626,-0.309442,0.023751,0.368825,-0.219614,0.269058,0.112775,0.078195,0.181132,-0.004108,0.153055,-0.30799,0.022665,-0.060193,0.269126,'0'
6.9295,'>2cm','1-3','Positive','Poorly diff',49,0.100344,0.26521,0.013019,0.120486,-0.027343,0.327598,-0.111563,-0.083626,0.13073,-0.200989,-0.042516,0.061051,0.516794,-0.066053,-0.555006,0.086677,0.059153,0.078142,-0.072685,-0.370644,-0.139232,0.009211,0.189555,0.045312,-0.020149,0.008396,-0.135902,0.224618,-0.045812,0.072794,-0.26366,0.307379,0.043207,0.123244,-0.059353,0.15331,-0.280638,0.004617,-0.266574,0.020267,0.010174,-0.066571,0.011724,-0.111436,-0.211096,0.131032,0.042486,0.178881,0.027747,-0.023749,-0.020089,-0.173991,0.042926,0.016419,0.545406,-0.05343,-0.369134,0.09575,-0.008988,-0.27081,-0.112783,-0.074109,-0.107219,9.4e-05,0.253018,-0.002361,-0.035154,0.064237,0.173242,0.022285,'0'
0.936328,'>2cm','>=4','Negative','Poorly diff',38,0.29681,-0.336021,-0.067209,0.030865,-0.033054,0.036592,0.389197,-0.317557,-0.090405,0.192253,0.008756,0.044841,-0.475304,-0.20851,-1.165776,-0.10239,-0.25945,-0.098584,0.254594,-0.65891,-0.284683,-0.215532,-0.10392,0.40244,0.118578,-0.157016,-0.102726,-0.150492,0.020861,-0.541907,-0.188727,-0.106269,-0.500515,-0.280642,0.099924,-0.002877,-0.080279,-0.157883,-0.621881,0.027948,0.320452,0.10688,-0.053875,0.071775,0.027153,0.014112,-0.15762,0.040221,0.112411,0.273318,0.40251,-0.321516,-0.259445,0.251452,-0.171106,0.037498,-0.544971,0.270576,0.166512,-0.358008,0.509194,-0.274792,-0.271875,0.033889,-0.132174,0.537625,0.042735,-0.372473,-0.209898,-0.169803,'1'
7.252567,'<=2cm','>=4','Positive','Poorly diff',43,0.040932,-0.097841,0.176814,0.193447,-0.253004,-0.02301,0.033159,-0.109711,0.067205,-0.128275,0.295978,0.107261,0.269257,0.149713,0.299314,0.080363,0.218147,-0.472505,-0.016736,-0.139476,-0.085321,-0.058055,0.013525,-0.101908,0.020432,0.172125,0.202091,-0.01657,0.144296,0.03253,0.004905,-0.184716,0.015663,0.085313,0.052047,-0.023383,-0.133382,-0.031079,0.121706,-0.019677,0.277952,0.099919,0.038215,0.090873,-0.111148,-0.04379,0.159812,0.046233,-0.123221,-0.175972,-0.866256,-0.108522,-0.407328,0.084526,0.106063,0.064259,-0.39733,-0.175229,0.03432,-0.150678,-0.224826,0.006141,0.021884,0.126588,-0.084617,-0.095226,-0.007012,-0.006363,0.504014,0.054705,'0'
6.997947,'<=2cm','1-3','Positive','Intermediate',50,-0.517378,-0.108454,0.055896,0.286572,-0.163261,0.070187,-0.107559,0.436003,0.130479,0.09984,0.15303,0.060815,-0.112678,0.002201,-0.647396,-0.060694,0.184521,-0.007045,0.010288,-0.254732,-0.042853,-0.333623,-0.075004,-0.151784,0.177385,0.157143,0.208508,-0.101261,0.125258,-0.079063,-0.014185,-0.202024,-0.524775,0.073178,-0.020306,-0.185526,-0.107025,-0.264571,0.258084,0.072072,0.174069,0.117733,0.048713,0.056735,0.127466,-0.192607,-0.060171,-0.19031,-0.049676,-0.060723,-0.794563,-0.496487,0.048287,0.112388,0.226592,0.034684,-0.25612,-0.038512,0.022373,-0.175467,0.141626,0.148738,-0.052059,0.270744,0.197399,0.229797,0.128842,-0.084397,0.053514,-0.025712,'0'
0.054757,'>2cm','>=4','Positive','Intermediate',49,0.146491,-0.212941,-0.026211,-0.190843,-0.183876,-0.12118,-0.035479,0.137093,-0.075457,-0.224178,0.217452,-0.031126,-0.223268,-0.128261,0.195208,0.078983,-0.037139,-0.370146,-0.019742,-0.728938,0.250979,-0.235999,-0.026399,-0.136179,-0.106592,-0.001369,-0.04256,0.013512,0.213977,-0.161246,-0.002159,-0.238199,-0.467435,-0.243033,0.089598,-0.17636,0.013891,-0.118395,0.005093,-0.07646,-0.095642,0.032736,-0.058491,0.023686,-0.150703,-0.337281,0.127102,-0.139658,-0.250171,0.041059,-0.607281,-0.41685,0.01834,-0.076372,0.159019,-0.186614,0.158647,-0.110006,0.099694,0.154917,-0.182181,-0.128505,-0.069135,-0.247559,-0.251789,-0.232744,0.148488,-0.253818,-0.241197,0.936493,'0'
0.648871,'>2cm','>=4','Negative','Poorly diff',37,-0.016344,0.775673,0.227549,0.371237,0.041372,-0.032005,0.15229,-0.278441,0.328298,-0.191722,-0.370948,0.22923,-0.347766,0.313488,-0.849974,0.235975,0.210051,0.085736,0.055048,0.160101,-0.311601,0.161196,0.095949,-0.072535,0.307445,0.418517,0.04241,0.010327,0.022847,-0.514807,0.131912,0.001797,-0.592302,-0.177974,0.091578,-0.358619,0.037116,-0.019159,-0.074274,0.03082,0.011173,0.025348,-0.020031,-0.126731,0.228212,-0.130202,0.012139,-0.254474,0.259905,0.051097,0.044476,0.438086,-0.534944,0.093303,-0.365565,0.369382,0.19769,-0.079459,-0.071634,0.238802,0.155031,-0.205179,-0.195277,0.285393,-0.024576,0.31576,-0.008704,0.032688,0.360793,-0.18803,'1'
5.114305,'<=2cm','1-3','Positive','Well diff',37,-0.320221,-0.047232,-0.211099,-0.082345,0.064795,-0.049809,-0.321435,0.243089,-0.15758,0.140725,-0.009034,-0.146293,-0.082759,0.046239,0.765764,-0.030621,-0.350393,-0.248102,0.067808,-0.908659,0.01531,-0.079441,-0.027833,-0.247538,0.044945,0.229302,-0.052042,0.245304,-0.05705,0.086898,0.175665,-0.22816,0.588855,0.219445,0.033225,0.310817,0.168034,-0.055489,0.428095,-0.106317,-0.187138,-0.220858,0.00572,0.056575,-0.011291,-0.330047,-0.131712,0.350976,0.074894,-0.159415,-0.612191,-0.048992,0.06379,-0.127058,-0.060594,0.066095,-0.363928,-0.045,-0.293505,-0.256119,-0.066248,-0.243071,-0.083069,-0.331016,-0.134042,-0.31395,0.028981,0.038577,0.048824,-0.28608,'0'
5.292266,'<=2cm','1-3','Positive','Well diff',48,-0.097211,-0.230171,-0.309681,-0.354095,-0.103125,0.038172,-0.110538,0.238751,-0.432552,0.206177,-0.085723,-0.15972,0.087405,-0.183032,0.330979,0.024879,0.25502,-0.172586,0.151281,-0.558954,0.220818,-0.035454,-0.152076,-0.321653,-0.242309,-0.095642,-0.016322,0.021009,0.220191,0.319198,-0.10303,-0.189769,-0.209484,0.20984,0.110635,0.282102,-0.082364,-0.156919,0.314446,-0.281356,-0.1056,-0.292212,0.008364,-0.010235,-0.133229,-0.278986,-0.098232,0.222067,-0.459741,-0.144187,-0.67059,-0.216799,-0.17361,-0.117443,0.151591,-0.065976,-0.34255,-0.15713,-0.108223,-0.342577,-0.14392,-0.073121,-0.034423,-0.392141,-0.232197,-0.564897,0.058613,-0.30691,0.05272,-0.28487,'0'
7.340178,'<=2cm','1-3','Positive','Intermediate',48,-0.335587,0.114896,-0.132882,-0.237213,-0.104448,0.04374,-0.246354,0.058116,-0.157558,-0.071747,-0.095947,-0.048671,0.124067,-0.093265,-0.051743,-0.044307,0.220193,-0.095717,0.045911,0.033256,0.133125,-0.054723,-0.157324,-0.110684,-0.118453,-0.241984,-0.091389,-0.09334,-0.031681,0.264651,-0.079022,-0.230709,0.219835,-0.052385,0.11217,0.20137,-0.066049,-0.093784,-0.019034,-0.223717,0.020864,-0.110827,0.08394,-0.071187,-0.0029,-0.078906,-0.082296,0.176495,-0.302853,-0.105897,-0.428982,-0.46069,-0.160582,-0.14824,0.161941,-0.034555,-0.146416,-0.013243,0.141879,-0.097026,-0.125097,0.060707,0.002677,-0.234952,-0.200298,-0.359114,0.254179,-0.305684,0.359448,-0.130875,'0'
5.744011,'<=2cm','1-3','Positive','Well diff',48,-0.04879,-0.230937,-0.059774,-0.221415,0.00729,-0.159704,-0.26587,0.311359,-0.133325,0.060142,0.19578,-0.09989,-0.01495,-0.176422,0.196824,-0.082331,0.208026,0.019698,-0.042088,-0.89018,0.299757,-0.18085,-0.176444,-0.224588,-0.214582,0.100388,0.239726,-0.080072,0.020731,0.250311,-0.010806,-0.243568,-0.547387,0.088573,0.14724,0.019917,-0.069596,-0.082031,0.23427,-0.21097,-0.184126,0.007175,0.078427,0.037867,-0.232665,-0.3244,0.203813,-0.011151,-0.400853,-0.123565,-0.544028,-0.299108,0.669152,-0.078687,0.074322,-0.008124,-0.177279,-0.102864,-0.155792,-0.156776,-0.100328,-0.070107,-0.247194,-0.253731,-0.236757,-0.307772,0.059337,-0.258763,0.048344,-0.344083,'0'
5.32512,'>2cm','>=4','Positive','Poorly diff',49,0.277544,-0.064352,0.091373,0.332294,0.37411,-0.161631,-0.003212,-0.010996,0.086549,0.27344,-0.237848,0.060908,-0.397362,0.197967,0.137408,-0.070359,-0.016619,-0.277007,0.039126,-0.180811,-0.314778,-0.198185,0.122753,-0.310997,0.215595,0.155638,-0.137493,0.204088,-0.251283,-0.145739,0.229687,-0.428446,0.71487,-0.156382,0.132977,-0.017134,0.148585,0.392088,-0.106452,0.042479,-0.281279,-0.012188,0.080976,0.012284,-0.252207,-0.123372,-0.045251,-0.011791,0.148949,0.02044,-0.466497,-0.266811,0.005976,-0.005492,-0.279231,0.005865,-0.34112,-0.145947,-0.222529,-0.262596,-0.068169,-0.225474,0.011139,0.134717,-0.044572,0.076013,-0.072709,0.601775,0.307169,-0.195034,'0'
3.915127,'>2cm','>=4','Positive','Intermediate',45,-0.634073,-0.100004,-0.00728,0.167906,-0.08914,-0.106509,-0.09047,-0.073437,-0.041721,0.01672,0.027913,0.016305,-0.037087,0.15743,0.477242,0.067586,-0.084616,-0.452884,0.037894,-0.537853,0.002698,0.049783,0.012121,-0.285277,0.143966,0.280222,-0.045776,0.139713,0.001398,0.132256,0.059367,-0.155762,-0.561211,-0.001903,0.12671,-0.169425,0.137891,0.302831,-0.097912,0.116633,-0.066402,0.103795,-0.085406,0.100595,0.118081,-0.524202,-0.075986,-0.131212,0.360064,0.173266,0.020195,-0.45865,-0.048733,0.096689,0.06172,0.068733,-0.472848,-0.226414,-0.103564,-0.336823,-0.189164,-0.109061,0.039404,0.261503,0.15856,-0.019408,-0.036849,0.050567,-0.067676,-0.28015,'1'
6.067077,'>2cm','1-3','Positive','Intermediate',44,-0.059857,0.159522,-0.443103,-0.629199,-0.20739,-0.001244,-0.076068,0.179353,-0.342323,-0.102961,0.150151,-0.153842,-0.106229,-0.276988,0.134799,-0.006376,0.057548,-0.247578,-0.272249,-0.049048,0.18455,-0.22317,-0.344932,-0.115357,-0.240359,0.211986,-0.011571,-0.155033,-0.094225,0.137737,-0.25558,-0.079218,0.994359,0.104253,-0.107403,-0.027539,-0.199181,-0.19432,0.14663,-0.3134,0.270985,-0.224677,0.363394,-0.120577,-0.032011,-0.098312,0.151678,0.005519,-0.508572,-0.152355,-0.558914,-0.419827,-0.39246,-0.183257,0.269199,-0.057472,-0.519738,-0.104055,0.077799,-0.336313,-0.09874,-0.287059,0.07227,-0.341112,-0.213894,-0.847686,0.25587,-0.651374,-0.111648,-0.10886,'0'
0.353183,'>2cm','1-3','Positive','Poorly diff',35,-0.26033,0.062552,-0.023581,-0.026156,-0.026571,-0.038867,-0.195385,-0.1757,0.166864,-0.195341,0.027376,0.140301,0.112976,-0.07792,-0.527012,-0.048274,-0.174805,-0.55428,-0.122379,-0.098109,-0.128729,0.063311,0.147628,0.129562,-0.052348,0.228224,-0.094433,-0.011472,-0.111864,-0.044486,0.021743,-0.149352,-0.64942,-0.200949,0.053144,-0.101586,0.039267,-0.040191,0.028691,0.221062,0.057199,0.012918,0.022427,-0.023043,-0.038166,-0.0655,0.264222,-0.049874,-0.029999,0.108062,-0.194836,-0.157885,0.376971,-0.115399,-0.094897,-0.028343,-0.239188,0.160183,0.024431,-0.148369,-0.043745,-0.029022,-0.295725,0.126011,-0.124396,-0.21399,-0.029881,0.031385,-0.034938,-0.123663,'1'
4.971937,'<=2cm','1-3','Positive','Well diff',49,-0.76328,-0.093872,-0.36436,-0.213123,-0.235732,-0.046597,-0.246707,-0.030017,-0.337036,-0.058513,0.159749,-0.173389,0.4453,-0.001627,0.135855,-0.093163,-0.269945,-0.114522,-0.071045,-0.47039,0.082799,-0.269978,-0.189173,-0.064658,-0.091083,-0.097401,0.208682,0.018714,0.019279,-0.100752,0.034023,-0.155262,-0.373153,0.254721,0.134279,0.006688,-0.012691,-0.043779,0.03963,-0.212118,-0.161073,0.04216,-0.004124,0.037892,0.087618,0.322785,-0.320681,0.038649,-0.255666,-0.016196,-0.554104,-0.166592,-0.284894,-0.063586,0.047401,-0.115085,-0.375,-0.159158,-0.28817,-0.254568,-0.08909,-0.223235,-0.02234,-0.228163,0.13571,-0.386145,0.167432,-0.073267,0.087773,-0.387592,'0'
11.652293,'<=2cm','1-3','Positive','Intermediate',39,0.136194,-0.41851,0.04277,-0.071579,-0.053818,0.06327,-0.189474,0.187893,-0.095397,0.008828,0.156175,-0.074065,-0.062897,-0.028527,-0.28116,-0.09375,-0.119653,0.17807,0.017998,-0.05406,0.058228,-0.091306,-0.105894,-0.275831,0.091966,0.107475,-0.217024,0.13733,-0.052401,-0.39101,-0.076767,-0.14284,0.204938,-0.063514,-0.044482,-0.084247,-0.094835,-0.048995,0.350425,-0.001697,-0.110066,-0.09779,0.260343,0.209935,0.023721,-0.203982,-0.017935,-0.103571,-0.174588,0.038524,-0.052666,-0.005507,0.200128,-0.08019,0.021441,0.021464,-0.44764,-0.04961,-0.138676,-0.28888,0.105228,-0.206686,0.234296,-0.011303,-0.174964,-0.149394,-0.155884,-0.179999,0.395313,0.033052,'0'
6.313484,'<=2cm','1-3','Positive','Well diff',46,-0.33256,0.208475,0.280677,0.205515,0.104325,-0.183101,-0.442338,-0.365616,-0.033534,0.09132,-0.022608,0.011055,-0.334894,0.033339,0.337988,-0.289364,0.044695,0.233911,-0.000896,-0.834474,-0.010013,-0.248293,0.028904,-0.150327,0.102899,-0.200996,-0.075604,0.402314,0.019329,-0.213342,0.348296,-0.381461,-0.59805,0.018114,0.112959,0.262932,0.131437,0.018591,-0.297705,-0.030643,-0.23815,-0.001439,-0.027838,0.200451,0.087436,-0.424935,-0.302697,0.270735,-0.041851,-0.051445,-0.551782,0.010292,0.137654,-0.117677,-0.076537,0.089951,-0.639854,-0.133756,-0.129016,-0.454574,0.482656,-0.455039,-0.081064,0.095067,-0.025715,-0.008026,-0.134043,0.240724,0.382849,-0.233487,'0'
6.143737,'>2cm','>=4','Positive','Intermediate',49,0.186928,-0.037727,0.175681,0.002839,-0.213562,0.234248,-0.099868,-0.327837,0.074644,-0.054213,-0.396344,0.034202,-0.273351,-0.045924,-0.347882,0.152918,-0.010239,0.079305,-0.117089,-0.524349,0.167024,-0.043031,-0.191748,0.169628,0.037606,-0.178093,-0.238485,-0.084726,0.037545,-0.479654,-0.156276,0.448395,-0.710032,0.302282,-0.059673,0.332884,-0.159249,-0.044597,-0.161076,-0.143046,0.037885,0.067429,0.012297,-0.253826,0.065999,-0.407499,-0.146324,0.139211,0.150452,0.143771,-0.527752,0.16944,-0.23862,0.109327,0.294825,0.17788,0.269,0.575931,0.111857,0.260031,-0.03913,-0.345665,0.298051,0.024166,0.219227,-0.229226,-0.193104,0.140469,-0.05225,-0.239498,'0'
9.596167,'>2cm','>=4','Positive','Intermediate',37,0.051956,-0.163458,-0.064499,-0.37325,0.068659,0.251609,-0.251299,0.107072,-0.217192,-0.1027,-0.042771,-0.092854,0.21636,0.04181,-0.059299,-0.056682,-0.203648,0.818929,-0.188492,-0.302269,0.202793,-0.199319,-0.204489,-0.163898,-0.167304,-0.03077,-0.299411,-0.066021,-0.092295,-0.222407,-0.364204,-0.115059,-0.136126,-0.003671,-0.365412,0.048433,-0.231557,-0.10947,-0.007239,-0.191125,-0.04725,-0.037165,-0.009669,-0.13723,0.269041,-0.297462,-0.017294,0.051064,-0.027022,-0.13362,-0.220949,0.592356,-0.219654,-0.240209,0.05712,-0.106967,0.314128,0.02612,0.091962,0.27925,-0.16377,-0.191351,-0.138441,-0.188024,-0.023596,-0.397022,-0.270513,-0.4546,-0.400845,-0.065829,'0'
9.456537,'>2cm','1-3','Positive','Well diff',50,-0.231544,0.403187,-0.056977,-0.365493,0.063159,0.045837,-0.206004,0.186739,-0.203814,-0.064886,0.080494,-0.142376,0.253665,-0.228702,0.310008,-0.176258,-0.130351,0.181732,-0.153615,0.097345,0.286195,-0.213175,-0.112827,-0.270682,0.065309,0.157842,-0.181606,-0.06365,-0.021135,0.033308,-0.299129,-0.031957,0.000815,0.289159,-0.102806,0.162946,-0.307089,-0.202332,0.17792,-0.236848,0.07338,-0.055268,0.189679,-0.074039,-0.011239,-0.181402,0.066096,0.106936,-0.300748,-0.10832,-0.376167,-0.208865,0.05819,-0.145738,-0.021253,0.055937,-0.038157,-0.105979,-0.098383,-0.025874,-0.125482,-0.310881,-0.156038,-0.385795,-0.114129,-0.458929,0.098271,-0.409655,0.069046,-0.017257,'0'
